building_ID,CVRMSE,NRMSE,MAE,Avg_Test_Loss
energy,0.8315147,83.151474,8.771498,0.24040007591247559
energy,0.75090563,75.09057,17.445765,0.24641425907611847
energy,0.784143,78.4143,11.615334,0.2035376876592636
energy,0.870747,87.07471,18.202682,0.24865153431892395
