building_ID,CVRMSE,NRMSE,MAE,Avg_Test_Loss
energy,1.6194172,161.94171,46.796635,0.19286023080348969
energy,1.8721153,187.21153,78.38732,0.21963508427143097
energy,1.8445058,184.45059,25.723732,0.11824028939008713
