building_ID,CVRMSE,NRMSE,MAE,MSE,Avg_Test_Loss
energy,0.58163065895131,58.16306589513101,0.0498890454187355,0.025540070791121965,0.13079045265557065
energy,0.19297694966364382,19.297694966364382,0.019543285763509468,0.010832186288801636,0.07110793898196603
energy,0.3322931542880737,33.22931542880737,0.0017216050521365117,0.0001815593065104728,0.0409043052373425
energy,0.21621830500856248,21.621830500856248,0.05075707761311674,0.03144922198017692,0.12409186324274205
energy,0.09099312417908047,9.099312417908047,1.6876396934379985,34.12247311231782,0.019383344073007305
energy,0.727990453772501,72.7990453772501,0.03243363063574546,0.00901043385090844,0.12997873148577294
energy,0.9607203149074443,96.07203149074442,0.08478335590932481,0.03873987567454345,0.17910208842704636
energy,0.26605566195581287,26.605566195581286,0.012789462550954946,0.0022036966385379796,0.011445831259847368
energy,0.8044672816924607,80.44672816924609,0.0630364603041243,0.09421465212463573,0.06596645302131905
energy,0.1440468522436358,14.40468522436358,0.00027159300916715373,3.251814983265538e-05,0.07532458543625674
energy,17.529527855150437,1752.9527855150436,0.00017933867710747648,2.0941060207295694e-05,0.04940315828541357
energy,0.5535590785297023,55.35590785297024,0.16378498705741037,0.09407413747083551,0.14007347474136045
energy,0.8050844205928159,80.50844205928159,0.05784100887276816,0.017930836161009222,0.17766611059407855
energy,1.0445720560808185,104.45720560808185,0.09129240962711879,0.050311657045847856,0.13746008297488288
energy,0.25663550594849527,25.66355059484953,0.0014446079298531952,0.0006291814965130489,0.0817787875897383
energy,0.05075514313281395,5.075514313281395,0.02616823368636087,0.010292929866251962,0.007017653510341792
energy,0.01598843442684577,1.5988434426845772,3.995622757590026e-05,1.980849611436974e-06,0.03937285173948753
energy,0.2413084375903533,24.130843759035333,0.01725920443727076,0.0014821419286553798,0.12330694139338695
energy,0.6870939985844142,68.70939985844142,0.17282761158573678,0.10879703798415179,0.20159123115983457
energy,1.0498258794980662,104.98258794980661,0.07584221602175414,0.03426061683156353,0.12073139255152072
energy,0.5987470731858996,59.874707318589955,0.030294087825736934,0.009061625134250339,0.14409860175579647
energy,0.5061579529017604,50.61579529017604,0.029321635245390176,0.005344183703669802,0.16531279292222353
energy,1.7066554037280997,170.66554037280997,0.0005924758886889456,5.733756254194311e-05,0.05976307321784899
energy,0.031025382106606915,3.1025382106606916,8.331459645139811e-05,1.8653691842864874e-05,0.03479876412718464
energy,0.975609592300366,97.5609592300366,0.05974229969617364,0.025039444383301218,0.19126827023108656
energy,0.6720614539461092,67.20614539461091,0.04159983664234501,0.011716063929882664,0.10207528370150178
energy,0.8165356585694296,81.65356585694295,0.12535473586874532,0.06904949005407052,0.18377655151683248
energy,0.5648249422648952,56.48249422648952,0.10830835792075857,0.04842166649703185,0.170254253051832
energy,0.47965654269936003,47.965654269936,0.01072698176327288,0.0040201955141454205,0.11556932520807095
energy,0.8775455263133071,87.75455263133071,0.06717291608776105,0.029534902311843178,0.16583675922936436
