building_ID,CVRMSE,NRMSE,MAE,MSE,Avg_Test_Loss
energy,0.9610215903277596,96.10215903277596,0.25812695474171454,0.20332369817588727,0.15839636015395323
energy,0.4672980057281218,46.72980057281218,0.03192168640980834,0.002396899390937934,0.08502941019833088
energy,0.6687224446550942,66.87224446550943,0.030292108509992394,0.0020931483710948736,0.09922117243210475
energy,0.5365133124401477,53.65133124401476,0.021441574480535366,0.0023908812285911864,0.07547893804469179
energy,0.5818840229901678,58.188402299016786,0.2550904544970031,0.1519043315131177,0.1435011519740025
energy,0.41317668434943594,41.31766843494359,0.02700850219734247,0.0026029145061204225,0.09057717056324084
energy,0.47774387330214396,47.7743873302144,0.09272551775991701,0.02706524001384944,0.09473409876227379
energy,0.35637270751935873,35.63727075193587,0.19377258058135924,0.11448020443917946,0.051839432816080944
energy,0.4951791588383233,49.51791588383233,0.32439725161245314,0.2191166752957984,0.059132504587372146
energy,0.5481370906814276,54.81370906814276,0.09997494258567723,0.038157380928727,0.029655149128908913
energy,0.468266086967864,46.8266086967864,0.044337787835505335,0.008547432008595021,0.05078415231158336
energy,0.6807526482321818,68.07526482321816,0.13298332287471992,0.06656593036627972,0.0706816182161371
energy,0.17900351964008954,17.90035196400895,0.013250678400771676,0.0013342218413305478,0.0488561546009502
energy,0.4940447629042841,49.40447629042841,0.2110384247258102,0.13928264287455105,0.07382686932881673
energy,0.47662845299785606,47.6628452997856,0.15060245671888273,0.07027256229193513,0.11089553870260715
energy,0.5445811671638016,54.45811671638015,0.19348689604162744,0.1514407784635048,0.07120992809921252
energy,0.5270140178190482,52.70140178190482,0.19980448223700137,0.1032034662662887,0.06025796259442965
energy,0.590963341550335,59.096334155033496,0.13708557107763664,0.07147560762735657,0.08984677810267765
energy,0.31924228326788917,31.924228326788917,0.055617870413400564,0.00726031973605089,0.055487120524048805
energy,0.4532575733521272,45.32575733521272,0.015509151669236205,0.0006214703410037509,0.05298246344215348
energy,0.3749258207511111,37.49258207511111,0.012442799458621716,0.0008031016797298073,0.10413489481208178
energy,1.6969671252836305,169.69671252836304,0.013164125206868589,0.007584328739808557,0.05798290772461693
energy,0.3128496223553881,31.284962235538814,0.10112989517956626,0.025128953238172567,0.029830916163822014
energy,1.053738695650269,105.3738695650269,0.010165487991221099,0.0010401184855202692,0.04999303511381944
energy,0.5226212816672381,52.262128166723805,0.06674836086904486,0.009928997456803153,0.08228466473519802
energy,0.4501021086182474,45.01021086182474,0.03089316750405315,0.0028653002387203806,0.08844773704511984
energy,0.5010723108424832,50.107231084248305,0.19420991868695045,0.10082688074139802,0.06488487171009183
energy,0.27202638636257914,27.202638636257916,0.03159085843917054,0.004414395484755535,0.04241851055307203
energy,9.934217391956508,993.421739195651,3.205368637982439e-05,1.0238911378543524e-06,0.021590636762491993
energy,0.3891789282981278,38.91789282981278,0.02837819401975907,0.0026934977608350304,0.04524065119524797
energy,0.7401068819264103,74.01068819264103,0.10636209744988102,0.05373145972508424,0.11473218537867069
energy,0.4592123811130481,45.9212381113048,0.09334665680466724,0.02966430486730862,0.0643098559230566
energy,0.5098394266491281,50.98394266491282,0.14145007090353398,0.09060180509641884,0.04833548170669625
energy,0.4242724914222328,42.427249142223275,0.0742277406080752,0.012596046993311896,0.07224511355161667
energy,0.5259010948238226,52.59010948238226,0.22112653594196338,0.13392992329059122,0.07297476334497333
energy,0.27975570684186707,27.975570684186707,0.04661783895978815,0.005395395345545252,0.03316004698475202
