building_ID,CVRMSE,NRMSE,MAE,MSE,Avg_Test_Loss
energy,0.1558772535450106,15.587725354501062,3693.1357681930535,76008212.60931455,0.16123725473880768
energy,0.22303896573666276,22.303896573666275,1309.7172499417572,15943096.10184259,0.161739781498909
energy,0.0699834842429905,6.998348424299051,751.49448747346,8411652.543303862,0.045690007507801056
