building_ID,CVRMSE,NRMSE,MAE,Avg_Test_Loss
Rat_office_Kasey,0.23656316407209865,23.656316407209868,13.608709006576404,0.2424867383846936
Rat_parking_Ronnie,0.29368991727454474,29.36899172745448,3.389665569223225,0.39819428834997284
Hog_industrial_Mariah,0.11857998599707732,11.857998599707734,1.471112601476597,0.10704502091840815
Rat_education_Leonardo,0.2709548707538156,27.09548707538156,8.33255598812442,0.19748335660763616
Fox_office_Carson,0.1407655087570333,14.07655087570333,4.611608264165287,0.20576268242793003
Eagle_lodging_Andy,0.15276143323967412,15.276143323967412,5.507802264170118,0.2620345340599177
Bobcat_lodging_Darin,0.13268677285161387,13.268677285161386,11.590760896950236,0.25627798013326464
Rat_assembly_Francine,0.17224071246378622,17.224071246378625,4.650826161775021,0.3415617656930046
Bull_services_Rachelle,0.09632131085032732,9.632131085032732,5.723759374127861,0.18669913613330058
Hog_office_Leanne,0.05065578792875605,5.065578792875605,4.443262863737873,0.07976753776249841
Hog_assembly_Letha,0.17364401879008964,17.36440187900897,64.13829553182113,0.6637860608965066
Panther_lodging_Willa,0.12563324525704794,12.563324525704793,4.225218653391374,0.10798859547199664
Robin_office_Wai,0.24727064924394615,24.727064924394615,20.13068923411788,0.15768318738047424
Gator_public_Kenny,0.4011839209273504,40.11839209273504,22.05977737052141,0.8350059537677134
Bear_lodging_Erick,0.1363180671434127,13.631806714341272,4.973426945467624,0.18424893580364238
Rat_education_Dana,0.18951821989258116,18.951821989258118,12.277055098101087,0.27251364984639626
Eagle_public_Ola,0.15288717366227647,15.288717366227647,14.070501689958544,0.2882953691363374
Eagle_health_Lucinda,0.06210852297563273,6.2108522975632745,23.64454679773587,0.3725110442700503
Fox_education_Kim,0.16097325787111527,16.097325787111526,6.704402053688151,0.22535354988032036
Hog_industrial_Jay,0.10808919815302147,10.808919815302147,15.455922027427645,0.12591091193225318
Fox_assembly_Tony,0.13333974795463993,13.333974795463996,8.277806267571881,0.2046337914601668
Bull_education_Kristal,0.08719219163440432,8.719219163440433,13.29745693462015,0.44988939339405654
Lamb_education_Vaughn,0.5088068577745771,50.880685777457714,1.3804930761373995,0.2094539973023049
Lamb_education_Patsy,0.5699532806417439,56.99532806417439,1.0895409284747155,0.15436689686145436
Hog_office_Charla,0.04277702122916875,4.2777021229168755,5.327653832667446,0.12035622696414106
Moose_education_Clark,0.13788123815498088,13.788123815498087,80.20554021811697,0.166143134415461
Rat_education_Mac,0.08366149677803994,8.366149677803993,0.9687049326459446,0.17291147196328402
Rat_lodging_Christine,0.14501466808025487,14.501466808025487,6.508494698724757,0.12807643647146158
Rat_education_Cedric,0.1407868508991166,14.078685089911662,9.338088282404824,0.2583027072109344
Hog_lodging_Francisco,0.11705609389328608,11.705609389328608,12.489682277631493,0.13046475123379794
Bear_education_Bob,0.13491832844436974,13.491832844436974,10.598165865603901,0.12275005397592666
Fox_assembly_Lakeisha,0.30497780501716315,30.49778050171631,4.052743487919867,0.2883704528804272
Panther_lodging_Tracie,0.11741217187130776,11.741217187130776,4.787164756363778,0.09031640701020767
Rat_public_Sean,0.18585960276709879,18.585960276709876,2.908052829439091,0.11317870985955844
Bear_education_Gavin,0.04706565560194411,4.70656556019441,3.190038423729717,0.1992394135035163
Lamb_education_Robin,0.4243408003938413,42.434080039384135,7.577132661032746,0.19453379198972082
Hog_warehouse_Porsha,0.1909024523099856,19.090245230998555,1.4723481805745062,0.04266805407714654
Rat_health_Shane,0.0739862764317888,7.398627643178882,60.95504389305512,0.1819555522965329
Rat_public_Fredrick,0.4635223724838047,46.35223724838046,1.969765534663395,0.3798654200264697
Rat_public_Angle,0.11048827529829867,11.048827529829868,10.898379047029358,0.32694594682320005
Robin_office_Maryann,0.16326503245095575,16.326503245095573,16.13262281116858,0.4786791443715106
Cockatoo_education_Sheryl,0.03420732648760754,3.420732648760754,10.290280107325964,0.09412672849939134
Eagle_public_Pearle,0.15218532557590575,15.218532557590576,39.35419109914142,0.17618268865969514
Hog_assembly_Arlie,,,,
Lamb_education_Harold,0.8928505408398701,89.28505408398702,1.5093680014466724,0.3277530939985754
Rat_public_Tammara,0.3115471700369842,31.154717003698412,1.5316841374216024,0.24605415735454222
Peacock_lodging_Lou,0.09258640653478975,9.258640653478976,8.21968281121752,0.39262321479721457
Cockatoo_education_Brigitte,0.05024677164712179,5.024677164712179,23.331792258903555,0.08913281978214382
Bull_education_Jeffery,1.3269228718216535,132.69228718216536,114.89895924168901,0.6538471477168203
Eagle_education_Shante,0.040490126895415895,4.04901268954159,18.27023886140468,0.25351131975414976
Bear_education_Paola,0.14624035835456375,14.624035835456375,14.438222639430212,0.13187125083432116
Cockatoo_education_Nelda,0.06017154362917328,6.017154362917328,5.263114414400348,0.13887085234575644
Rat_assembly_Jennie,0.34447329910374613,34.44732991037461,0.538206993298927,0.15339762291548456
Hog_office_Merilyn,0.10998330951788204,10.998330951788203,2.1713824640542194,0.14672534517544455
Rat_public_Tamra,0.10721605042033472,10.721605042033472,1.67839460993065,0.23531122522130196
Rat_education_Earnest,0.17530652205812722,17.530652205812725,6.650702493977592,0.23309393886133298
Panther_lodging_Kara,0.11605520675462584,11.605520675462586,8.633157950449911,0.07194811815718509
Hog_office_Lizzie,0.13674573022315042,13.674573022315043,8.983446113523286,0.12235381571931034
Rat_lodging_Ardell,0.1621487896093715,16.214878960937153,1.9320361899292313,0.19665450443261565
Bull_education_Clarice,0.12017855976781486,12.017855976781485,2.466642178561051,0.3655333618777521
