building_ID,CVRMSE,NRMSE,MAE,Avg_Test_Loss
energy,0.8566116,85.66116,3019.0532,0.12556158006191254
energy,0.8546686,85.46686,1599.7684,0.06266321241855621
energy,1.4338313,143.38313,903.7539,0.08214253932237625
energy,0.89109254,89.109245,3049.7263,0.16187019646167755
